0.217656605	0.815856777
0.381239857	0.769820972
0.30853619	0.782608696

0.236034477	0.700767263
0.163330809	0.846547315
0.199480688	0.774936061
0.235832522	0.705882353

0.199480688	0.716112532
0.163128854	0.744245524
0.163330809	0.726342711

0.272184356	0.762148338
0.218111003	0.851662404
0.236034477	0.780051151

0.326546871	0.83887468
0.145407335	1
0.290360273	0.900255754
0.181506726	0.941176471
0.21785856	0.938618926

0.163583252	0.693094629
0.163330809	0.698209719

0.162825922	0.746803069
0.23531321	0.675191816
0.198961376	0.695652174

0.30853619	0.716112532
0.381074622	0.680306905
0.344722788	0.700767263
0.344888023	0.695652174

0.381239857	0.703324808
0.30853619	0.721227621
0.344888023	0.705882353
0.344722788	0.710997442
0.308738144	0.716112532

0.417793646	0.644501279
0.344888023	0.690537084
0.381074622	0.675191816
0.417426455	0.654731458
0.381239857	0.670076726
0.417591691	0.649616368

0.199480688	0.73657289
0.272184356	0.68797954
0.27201912	0.693094629
0.235667286	0.718670077
0.199682643	0.731457801
0.236034477	0.708439898
0.235832522	0.713554987

0.308738144	0.675191816
0.235832522	0.826086957
0.30853619	0.680306905
0.27238631	0.728900256
0.272184356	0.734015345
0.23628692	0.746803069
0.236034477	0.751918159

0.235832522	0.739130435

0.199315452	0.754475703
0.12677702	0.831202046
0.199177756	0.759590793
0.145407335	0.764705882
0.145154892	0.769820972
0.126978975	0.826086957

1	0
0.036351834	0.820971867
0.927296332	0.255754476
0.108803058	0.800511509
0.072451224	0.803069054
