
60.07692307692308, 807.0
48.09090909090909, 831.0

64.08333333333333, 809.0
64.07692307692308, 848.0

59.083333333333336, 818.0
66.08333333333333, 807.0
66.07692307692308, 809.0
59.09090909090909, 816.0

58.09090909090909, 807.0
58.083333333333336, 821.0

63.09090909090909, 816.0

55.083333333333336, 815.0
65.07142857142857, 795.0
64.07692307692308, 799.0

66.07142857142857, 813.0
57.083333333333336, 832.0
61.07692307692308, 826.0
57.09090909090909, 830.0

64.0909090909091, 817.0
64.08333333333333, 901.0

66.07692307692308, 801.0
52.09090909090909, 829.0
64.1, 828.0
66.07142857142857, 803.0

62.083333333333336, 823.0
54.083333333333336, 873.0
58.083333333333336, 857.0
58.07142857142857, 867.0

62.09090909090909, 809.0
58.083333333333336, 816.0
62.083333333333336, 810.0

62.083333333333336, 806.0
62.07142857142857, 812.0
62.07692307692308, 810.0

68.07692307692308, 819.0
64.0909090909091, 821.0

64.07142857142857, 806.0
64.06666666666666, 889.0

63.083333333333336, 811.0
50.083333333333336, 931.0
52.09090909090909, 825.0
